CHEMICAL_ID,SUB_PATHWAY,SUPER_PATHWAY,BIOCHEMICAL_NAME,CAS,KEGG,HMDB,PUBCHEM
100020827,"Drug - Analgesics, Anesthetics",Xenobiotics,3-(methylthio)acetaminophen sulfate*,,,,
100020833,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,2-ketocaprylate,328-51-8,,HMDB13211,67600.0
100020893,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",,,,
100020908,Fibrinogen Cleavage Peptide,Peptide,Fibrinopeptide B (1-13)**,,,,
100020975,Chemical,Xenobiotics,3-hydroxy-2-methylpyridine sulfate,,,,
100021000,Sphingomyelins,Lipid,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,,,,
100021001,Dipeptide,Peptide,cyclo(pro-arg)*,,,,
100021012,Food Component/Plant,Xenobiotics,5-hydroxymethyl-2-furoylcarnitine*,,,,
100021015,"Fatty Acid, Branched",Lipid,branched-chain fatty acid 18:0 (2)**,,,,
100021100,"Fatty Acid, Dicarboxylate",Lipid,tetradecadienedioate (C14:2-DC)*,,,,
100021104,Pregnenolone Steroids,Lipid,pregnenetriol disulfate*,,,,
100021105,"Fatty Acid, Dicarboxylate",Lipid,eicosenedioate (C20:1-DC)*,,,,
100021123,Lysine Metabolism,Amino Acid,"hydroxy-N6,N6,N6-trimethyllysine*",,,,
100021131,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",Lipid,undecenoylcarnitine (C11:1),,,,
100021136,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",Lipid,3-decenoylcarnitine,,,,
100021162,Ceramide PEs,Lipid,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),,,,
100021208,Benzoate Metabolism,Xenobiotics,4-vinylcatechol sulfate,,,,
100021324,,,"3,5-dichloro-2,6-dihydroxybenzoic acid",,,,
100021329,Food Component/Plant,Xenobiotics,(S)-a-amino-omega-caprolactam,21568-87-6,C05328,,439823.0
100021331,Sterol,Lipid,metabolonic lactone sulfate,,,,
100021363,,,vanillic acid glycine,,,HMDB60026,3083688.0
100021374,"Fatty Acid, Dicarboxylate",Lipid,branched chain 14:0 dicarboxylic acid**,,,,
100021502,Medium Chain Fatty Acid,Lipid,(2 or 3)-decenoate (10:1n7 or n8),,,,
100021647,Secondary Bile Acid Metabolism,Lipid,isoursodeoxycholate sulfate (1),,,,
100021666,,,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",,,,
100021707,,,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",,,,
100021709,,,"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",,,,
100021711,"Fatty Acid, Dicarboxylate",Lipid,decadienedioic acid (C10:2-DC)**,,,,
100021712,Secondary Bile Acid Metabolism,Lipid,deoxycholic acid 12-sulfate*,,,,
100021726,,,GlcNAc sulfate conjugate of C21H34O2 steroid**,,,,
100021727,"Fatty Acid, Branched",Lipid,"cis-3,4-methyleneheptanoate",,,,
100021728,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",Lipid,"cis-3,4-methyleneheptanoylcarnitine",,,,
100021760,Lysine Metabolism,Amino Acid,N-acetyl-2-aminoadipate,,C12986,,443992.0
100021784,,,4-chlorobenzoic acid,74-11-3,,,
100021918,Chemical,Xenobiotics,"2,4-di-tert-butylphenol",96-76-4,,,
100021990,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",Lipid,3-hydroxyoctanoylcarnitine (1),,,,
100021992,Fatty Acid Metabolism (Acyl Glycine),Lipid,"cis-3,4-methyleneheptanoylglycine",,,,
100022003,Partially Characterized Molecules,Partially Characterized Molecules,"bilirubin degradation product, C16H18N2O5 (1)**",,,,
100022004,Partially Characterized Molecules,Partially Characterized Molecules,"bilirubin degradation product, C16H18N2O5 (2)**",,,,
100022005,Partially Characterized Molecules,Partially Characterized Molecules,"bilirubin degradation product, C17H18N2O4 (1)**",,,,
100022006,Partially Characterized Molecules,Partially Characterized Molecules,"bilirubin degradation product, C17H18N2O4 (2)**",,,,
100022007,Partially Characterized Molecules,Partially Characterized Molecules,"bilirubin degradation product, C17H18N2O4 (3)**",,,,
100022008,Partially Characterized Molecules,Partially Characterized Molecules,"bilirubin degradation product, C17H20N2O5 (1)**",,,,
100022009,Partially Characterized Molecules,Partially Characterized Molecules,"bilirubin degradation product, C17H20N2O5 (2)**",,,,
100022013,Corticosteroids,Lipid,tetrahydrocortisol glucuronide,,,,
100022041,Modified Peptides,Peptide,"N,N-dimethyl-pro-pro",,,,
100022120,Chemical,Xenobiotics,oxindolylalanine,,,,20977764.0
100022127,Corticosteroids,Lipid,tetrahydrocortisone glucuronide (5),,,,
999932698,,,X - 11381,,,,
999933132,,,X - 11787,,,,
999933140,,,X - 11795,,,,
999946259,,,X - 21258,,,,
999946261,,,X - 19438,,,,
999946266,,,X - 15486,,,,
999946283,,,X - 15461,,,,
999946294,,,X - 21285,,,,
999946295,,,X - 21286,,,,
999946316,,,X - 21295,,,,
999946318,,,X - 12714,,,,
999946354,,,X - 21310,,,,
999946355,,,X - 09789,,,,
999946356,,,X - 21312,,,,
999946359,,,X - 21315,,,,
999946362,,,X - 21318,,,,
999946363,,,X - 21319,,,,
999946364,,,X - 12847,,,,
999946384,,,X - 21339,,,,
999946386,,,X - 21341,,,,
999946390,,,X - 11308,,,,
999946398,,,X - 21353,,,,
999946409,,,X - 21364,,,,
999946417,,,X - 13866,,,,
999946428,,,X - 21383,,,,
999946455,,,X - 21410,,,,
999946460,,,X - 11444,,,,
999946461,,,X - 16124,,,,
999946466,,,X - 11843,,,,
999946486,,,X - 21441,,,,
999946487,,,X - 21442,,,,
999946488,,,X - 11847,,,,
999946507,,,X - 11850,,,,
999946510,,,X - 12544,,,,
999946511,,,X - 16938,,,,
999946512,,,X - 21467,,,,
999946515,,,X - 21470,,,,
999946516,,,X - 21471,,,,
999946521,,,X - 11852,,,,
999946590,,,X - 07765,,,,
999946592,,,X - 11299,,,,
999946594,,,X - 11372,,,,
999946595,,,X - 11378,,,,
999946601,,,X - 11470,,,,
999946602,,,X - 11478,,,,
999946607,,,X - 11849,,,,
999946608,,,X - 11880,,,,
999946610,,,X - 12007,,,,
999946611,,,X - 12013,,,,
999946613,,,X - 12216,,,,
999946615,,,X - 12407,,,,
999946616,,,X - 12411,,,,
999946620,,,X - 12462,,,,
999946623,,,X - 12729,,,,
999946624,,,X - 12798,,,,
999946627,,,X - 12740,,,,
999946630,,,X - 12816,,,,
999946632,,,X - 14056,,,,
999946633,,,X - 12844,,,,
999946636,,,X - 12849,,,,
999946639,,,X - 12851,,,,
999946645,,,X - 13728,,,,
999946646,,,X - 13835,,,,
999946649,,,X - 14568,,,,
999946652,,,X - 14658,,,,
999946657,,,X - 14939,,,,
999946658,,,X - 15220,,,,
999946661,,,X - 15245,,,,
999946665,,,X - 15674,,,,
999946666,,,X - 15728,,,,
999946673,,,X - 16576,,,,
999946674,,,X - 21607,,,,
999946681,,,X - 16935,,,,
999946685,,,X - 16964,,,,
999946690,,,X - 18901,,,,
999946695,,,X - 18913,,,,
999946700,,,X - 18922,,,,
999946701,,,X - 19141,,,,
999946705,,,X - 17438,,,,
999946707,,,X - 17653,,,,
999946710,,,X - 17690,,,,
999946902,,,X - 21733,,,,
999946905,,,X - 21736,,,,
999946906,,,X - 21737,,,,
999946911,,,X - 21742,,,,
999946923,,,X - 21752,,,,
999946932,,,X - 12104,,,,
999946966,,,X - 12126,,,,
999946970,,,X - 17676,,,,
999946972,,,X - 21796,,,,
999946973,,,X - 12718,,,,
999946976,,,X - 17365,,,,
999946977,,,X - 15503,,,,
999946980,,,X - 21803,,,,
999946985,,,X - 12193,,,,
999946986,,,X - 12812,,,,
999946989,,,X - 17348,,,,
999946992,,,X - 21815,,,,
999946993,,,X - 21816,,,,
999946994,,,X - 17367,,,,
999946997,,,X - 12822,,,,
999946998,,,X - 21821,,,,
999947006,,,X - 21829,,,,
999947009,,,X - 17354,,,,
999947011,,,X - 21834,,,,
999947014,,,X - 12839,,,,
999947015,,,X - 21838,,,,
999947016,,,X - 21839,,,,
999947017,,,X - 21840,,,,
999947019,,,X - 21842,,,,
999947022,,,X - 21845,,,,
999947025,,,X - 12848,,,,
999947028,,,X - 21851,,,,
999947181,,,X - 21935,,,,
999947203,,,X - 13007,,,,
999947204,,,X - 14904,,,,
999947301,,,X - 18887,,,,
999947342,,,X - 18345,,,,
999947417,,,X - 22162,,,,
999947437,,,X - 12680,,,,
999947478,,,X - 10458,,,,
999947493,,,X - 11632,,,,
999947510,,,X - 12027,,,,
999947561,,,X - 19561,,,,
999947639,,,X - 12456,,,,
999947642,,,X - 12101,,,,
999947643,,,X - 12125,,,,
999947650,,,X - 11483,,,,
999947653,,,X - 11593,,,,
999947654,,,X - 11858,,,,
999947657,,,X - 12261,,,,
999947662,,,X - 12830,,,,
999947664,,,X - 13658,,,,
999947670,,,X - 18899,,,,
999947671,,,X - 18921,,,,
999947672,,,X - 19183,,,,
999947674,,,X - 19455,,,,
999947687,,,X - 12100,,,,
999947695,,,X - 12117,,,,
999947702,,,X - 12127,,,,
999947708,,,X - 12283,,,,
999947723,,,X - 12753,,,,
999947773,,,X - 22509,,,,
999947788,,,X - 13431,,,,
999947790,,,X - 13684,,,,
999947796,,,X - 17304,,,,
999947802,,,X - 16397,,,,
999947804,,,X - 16580,,,,
999947815,,,X - 17325,,,,
999947818,,,X - 17328,,,,
999947820,,,X - 17335,,,,
999947905,,,X - 12026,,,,
999947909,,,X - 12170,,,,
999947912,,,X - 12257,,,,
999947917,,,X - 12306,,,,
999947921,,,X - 12410,,,,
999947922,,,X - 12543,,,,
999947929,,,X - 12707,,,,
999947936,,,X - 12726,,,,
999947937,,,X - 12730,,,,
999947938,,,X - 12731,,,,
999947940,,,X - 12738,,,,
999947943,,,X - 12818,,,,
999947955,,,X - 12906,,,,
999947959,,,X - 13553,,,,
999947960,,,X - 13688,,,,
999947967,,,X - 13726,,,,
999947971,,,X - 13729,,,,
999947977,,,X - 13844,,,,
999947988,,,X - 16087,,,,
999947992,,,X - 16649,,,,
999947993,,,X - 17010,,,,
999947995,,,,,,,
999947997,,,X - 17346,,,,
999948001,,,X - 17351,,,,
999948003,,,X - 17353,,,,
999948009,,,X - 17357,,,,
999948013,,,X - 17361,,,,
999948016,,,X - 17371,,,,
999948019,,,X - 17655,,,,
999948025,,,X - 17685,,,,
999948047,,,X - 18886,,,,
999948048,,,X - 18888,,,,
999948051,,,,,,,
999948076,,,X - 22771,,,,
999948081,,,X - 22776,,,,
999948094,,,X - 22789,,,,
999948185,,,X - 22834,,,,
999949463,,,X - 23587,,,,
999949512,,,X - 23636,,,,
999949515,,,X - 23639,,,,
999949517,,,X - 23641,,,,
999949521,,,X - 23644,,,,
999949525,,,X - 23648,,,,
999949529,,,X - 23652,,,,
999949532,,,X - 23655,,,,
999949546,,,X - 23669,,,,
999949555,,,X - 23678,,,,
999949557,,,X - 23680,,,,
999949592,,,X - 11315,,,,
999949637,,,X - 23739,,,,
999949675,,,X - 23776,,,,
999949679,,,X - 23780,,,,
999949681,,,X - 23782,,,,
999949688,,,X - 23787,,,,
999949792,,,X - 23890,,,,
999949883,,,X - 23974,,,,
999952025,,,X - 23997,,,,
999952280,,,X - 24241,,,,
999952286,,,X - 24243,,,,
999952483,,,X - 24295,,,,
999952501,,,X - 24306,,,,
999952502,,,X - 24307,,,,
999952504,,,X - 24309,,,,
999952524,,,X - 24328,,,,
999952530,,,X - 24334,,,,
999952533,,,X - 24337,,,,
999952548,,,X - 24352,,,,
999952636,,,X - 24422,,,,
999952640,,,X - 24411,,,,
999952647,,,X - 24418,,,,
999952655,,,X - 24425,,,,
999952661,,,X - 24431,,,,
999952662,,,X - 24432,,,,
999952773,,,X - 24456,,,,
999952797,,,X - 12111,,,,
999952839,,,X - 24518,,,,
999952843,,,X - 24522,,,,
999952862,,,X - 24541,,,,
999952865,,,X - 24544,,,,
999952866,,,X - 24545,,,,
999952867,,,X - 24546,,,,
999952870,,,X - 24549,,,,
999952877,,,X - 24556,,,,
999952892,,,X - 24571,,,,
999952906,,,X - 24585,,,,
999952909,,,X - 24588,,,,
999953065,,,X - 24637,,,,
999953114,,,X - 24686,,,,
999953157,,,X - 24728,,,,
999953172,,,X - 24736,,,,
999953266,,,X - 24747,,,,
999953267,,,X - 24748,,,,
999954831,,,X - 24803,,,,
999954832,,,X - 24804,,,,
999954834,,,X - 24806,,,,
999954839,,,X - 24811,,,,
999954840,,,X - 24812,,,,
100002397,,,alpha-ketoglutaramate*,18465-19-5,,,48.0
100020578,,,4-allylcatechol sulfate,,,,
